0.000000000000000000e+00 1.042929291725158691e-02 4.677745746448636055e-04
1.000000000000000000e+00 -2.713603564075128816e-08 1.157081763736300672e-09
2.000000000000000000e+00 -3.834538375713236746e-08 -2.191873349488560052e-09
3.000000000000000000e+00 -3.705286033550692082e-08 -3.957882910299304058e-10
4.000000000000000000e+00 -4.004108689059648896e-08 -1.408171357297760551e-10
5.000000000000000000e+00 -4.827581534527780605e-08 -2.411386645917446003e-10
6.000000000000000000e+00 -5.896625457089056481e-22 1.280735517639186583e-10
7.000000000000000000e+00 -2.691239764374131482e-08 -3.775625145863159560e-09
8.000000000000000000e+00 -4.036861156464510714e-08 1.426945672733381798e-09
9.000000000000000000e+00 -6.055290668882662430e-08 -1.057985699048913375e-09
1.000000000000000000e+01 0.000000000000000000e+00 6.043947564648988191e-10
1.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
